Index,volatility20A,volatility20AAL,volatility20AAP,volatility20AAPL,volatility20ABBV,volatility20ABC,volatility20ABMD,volatility20ABT,volatility20ACN,volatility20ADBE,volatility20ADI,volatility20ADM,volatility20ADP,volatility20ADS,volatility20ADSK,volatility20AEE,volatility20AEP,volatility20AES,volatility20AFL,volatility20AGN,volatility20AIG,volatility20AIV,volatility20AIZ,volatility20AJG
2016-02-01,0.314474338100889,0.362020886998361,0.308607128651095,0.542068250759057,0.327731745664015,0.261012058916341,0.532755405673196,0.602987397252533,0.298334257467981,0.403647161896949,0.263730644821368,0.322818665775474,0.235002558692958,1.19850277991559,0.402483559503649,0.256588062629954,0.280072640274729,0.489870746960286,0.274142829917103,0.208088046673282,0.303239500208374,0.327618743456728,0.283365789354312,0.32649503202895
2016-02-02,0.329051865250861,0.493555232819469,0.332648122790544,0.552500338900307,0.223055663034474,0.25072089584209,0.494571290866096,0.604306196867189,0.299166768424817,0.409885106267918,0.331413574815597,0.658058104626746,0.231405036457317,1.21654530087265,0.447243138591261,0.174264232452185,0.203158542564652,0.500061941199676,0.26184000019744,0.205949710866506,0.297565677282313,0.258664830940993,0.272251491825267,0.32505587858649
2016-02-03,0.329672129502409,0.485341751966378,0.376301299560771,0.564809403809383,0.365322887265702,0.250883364395451,0.493895090103364,0.605039855943579,0.315156289476996,0.409874861818532,0.331090872527145,0.671879318474173,0.22822833662503,1.21203363118805,0.628235288150756,0.155677706800015,0.199151940344896,0.479807057049146,0.262047818135625,0.185845914157728,0.312996248194942,0.256936121338976,0.271642494384799,0.351304073642787
2016-02-04,0.310158196314758,0.497504182764625,0.376729255866667,0.472710873124064,0.359605142887109,0.318044528507888,0.620406843564111,0.596070749884674,0.235032234118054,0.404258987002892,0.320151552714287,0.649598622011487,0.199359989143925,1.22318336885979,0.616510417082979,0.217649096172843,0.241654085082399,0.479966425140196,0.232404272288586,0.178776896106995,0.287024319381141,0.243932473799262,0.229105975836909,0.332195596775068
2016-02-05,0.364969150038526,0.510120728665958,0.408671470547611,0.481516420674065,0.490911075829936,0.318737167434002,0.902032431479948,0.598405928882241,0.311428788388587,0.58956657113989,0.377252221988455,0.630945789393937,0.214398244360404,1.22941074497635,0.719835579865031,0.20640651929121,0.208067380862916,0.359181342457076,0.216207242826197,0.195945656581353,0.28024069861675,0.474105115545591,0.207985775074197,0.310887918016379
2016-02-08,0.398836736976221,0.502495284126574,0.304235697204009,0.486162210849041,0.491739461136364,0.315429438434372,1.1293620657644,0.589807425836922,0.360259067278035,0.630804416608166,0.378200827721995,0.61693356060022,0.208633213319124,1.19956739578592,0.773355157766026,0.222032328626992,0.223264317082095,0.402914810044387,0.20135195931246,0.218646873089275,0.278280999935154,0.473567941773352,0.243254318715818,0.308914665173983
2016-02-09,0.418607247609643,0.524256942827174,0.30425553718733,0.30765713471319,0.501082925637183,0.338262901461719,1.12880409022655,0.582568422558626,0.363716074968902,0.62926775568305,0.379857053142027,0.618715337471207,0.21073157105543,1.19164981322956,0.755769145923091,0.228546746317464,0.225508487541149,0.403136692743547,0.201348481771271,0.280574702028649,0.258671178436857,0.473809145012138,0.246758860120261,0.311127956355096
2016-02-10,0.40897593661594,0.521839542069464,0.305867438921845,0.309619852626392,0.495103876541756,0.309394793187023,1.14607101256234,0.244451520658197,0.361129837671079,0.660210724660143,0.370799265907433,0.595592892078836,0.210207930299436,0.554862563047625,0.768855657020726,0.22450934445777,0.210127011446598,0.402778373202799,0.186496142421018,0.298730644779832,0.259399337026192,0.505559959942537,0.785985572203033,0.272389304857306
2016-02-11,0.321085337326193,0.502837705178836,0.248341637573302,0.233131141583736,0.491624605166936,0.262047659899278,1.10343849567665,0.20549387421601,0.30029983116452,0.532254097640028,0.250768434782218,0.616863966182334,0.122894226760124,0.548693863574639,0.734669319873489,0.227330051809414,0.236902101481559,0.469656319048853,0.253777774502567,0.305852723330513,0.203812460394656,0.467458428876862,0.765615275575786,0.190459748246866
2016-02-12,0.363410406485982,0.548850451472359,0.242361660988472,0.233808758588696,0.495930360749405,0.280990743819105,1.10464939774077,0.225385695307051,0.316383767886188,0.565722360234498,0.289111908249643,0.646320405074621,0.174145824000546,0.502522762173281,0.765374607655078,0.208074569396791,0.231252337302898,0.488297517443221,0.280874569507978,0.333865301316181,0.38421312850977,0.462029803512025,0.771201265940342,0.210890643728219
2016-02-16,0.383063297426062,0.437813001423466,0.341622253996125,0.258369126797791,0.507628957919161,0.279775781245071,1.2024937263057,0.254883126561054,0.361246018977839,0.616422143195309,0.366432826373441,0.457884838486533,0.215570993452529,0.450492845323918,0.742021619620713,0.190410117661758,0.236193720579716,0.497568473718069,0.281828304948486,0.33664368318677,0.384847100819428,0.482568369704441,0.781617331023173,0.207139289588828
2016-02-17,0.399570496916496,0.442495201052412,0.327092500501563,0.249852559319141,0.436353461592879,0.310582454033238,1.2002473104857,0.262306366320493,0.387408448703564,0.669515617051439,0.371079783319885,0.425787558780448,0.231390627535518,0.478208746324266,0.62935019994686,0.135149215763275,0.194449011115647,0.438286254565526,0.292047808684947,0.336508319344229,0.388936281242807,0.467816997102619,0.818007491648382,0.158868299421665
2016-02-18,0.412479788472731,0.435308087723479,0.327087075855322,0.27434253618131,0.436810484928813,0.200845907634518,1.09574684693919,0.263568529068768,0.383070461264245,0.668380321516665,0.380203298997875,0.411677219328307,0.235024062684707,0.494507802550575,0.649125024739295,0.173688775239485,0.222022831787308,0.440163935654446,0.28718917255053,0.330106136244689,0.393373465396912,0.468845871878792,0.817724407659359,0.162019910672339
2016-02-19,0.347279198151318,0.350732578251312,0.295418192221668,0.223672619474525,0.229695740945295,0.200915097009025,0.905306708656017,0.2436943517674,0.329386954781797,0.468970203035547,0.307157019467253,0.456383866257606,0.19829852509003,0.405243246888873,0.556109251619562,0.189790028542082,0.220124291666917,0.467618050981067,0.2871341781084,0.334007074175695,0.391228532399209,0.2978492816083,0.848140179398967,0.157326390653116
2016-02-22,0.255938873662359,0.251846176976557,0.312706296005416,0.221783924088865,0.239628366440046,0.179509837678458,0.382111147536653,0.252798823920121,0.22766475122869,0.343850750798215,0.286823526422364,0.485136473498397,0.19529826653613,0.379550046730757,0.367971745100191,0.204772480153234,0.235594173418663,0.485216467932752,0.285694634936268,0.332283524128228,0.384778657537138,0.203499110684286,0.84519892900688,0.158645205893248
2016-02-23,0.305746084901246,0.288794071473533,0.314195076186448,0.259832879958526,0.240514454330905,0.178285896953003,0.386052420529475,0.271964154633044,0.192876082398954,0.329931749448756,0.328445741575047,0.483434507906671,0.227039659419568,0.31415007928268,0.351358439065762,0.206782292075847,0.235436002834536,0.503521709606643,0.288806614934093,0.320719876847465,0.399217502380218,0.208573097972212,0.842390370589447,0.158907732956875
